503642998832242689;Sun Aug 24 20:40:22 +0000 2014;RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369;napa, earthquake, 
503644103439945728;Sun Aug 24 20:44:46 +0000 2014;California winemakers cleaning up after quake: NAPA, Calif. (AP) — Winemakers in California's storied Napa Val... http://t.co/ibdp0bcjJi;
503644112520630272;Sun Aug 24 20:44:48 +0000 2014;A 6.0 magnitude earthquake
rocked wine country north of San Francisco early on
Sunday,;
503644165029519360;Sun Aug 24 20:45:00 +0000 2014;RT @QuakesSF: 6.0 magnitude #earthquake. 4 mi from American Canyon, CA, ###UnitedStates http://t.co/1edXn27RNi;earthquake, UnitedStates, 
503644199095644160;Sun Aug 24 20:45:08 +0000 2014;Sending lots of love &amp; prayers to my home state, California, &amp; all those impacted by the earthquake &amp; aftershocks.;
503644177523957761;Sun Aug 24 20:45:03 +0000 2014;RT @scholiumwines: #napaearthquake scholium library hit pretty hard-- but the deck is miraculously intact, and the… http://t.co/iiesAujsKx;napaearthquake, 
503644096649756673;Sun Aug 24 20:44:44 +0000 2014;RT @sashaalexander: My thoughts w/ everyone involved in #napaearthquake. Thank you to the rescue workers!;napaearthquake, 
503644084435550208;Sun Aug 24 20:44:41 +0000 2014;3 People Critically Injured After California Quake @TPM http://t.co/1hJ9xJ2j6M;
503644189704196096;Sun Aug 24 20:45:06 +0000 2014;RT @vickydnguyen: Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.…;nbcbayarea, 
503644166480732160;Sun Aug 24 20:45:01 +0000 2014;RT @Slate: Strongest Earthquake Since 1989 Rocks California’s Bay Area, Dozens Injured http://t.co/WtdwJU6UXJ;
503644121643225088;Sun Aug 24 20:44:50 +0000 2014;Praying for those effected by the quake that hit the Bay Area this morning.;
503644166467751936;Sun Aug 24 20:45:01 +0000 2014;RT @cnnbrk: California hospital receives 120 patients related to the 6.0 magnitude earthquake, hospital president says. http://t.co/S2v5wea…;
503644188479483904;Sun Aug 24 20:45:06 +0000 2014;☾★♥#Blessings Go Out To #Napa Wine Country 6 Critically Injured, 120 Treated At Napa Hospital 6.0 #Earthquake~ http://t.co/zMrasMEtc8;Blessings, Napa, Earthquake, 
503644148734251008;Sun Aug 24 20:44:56 +0000 2014;Prayers to the ppl dealing with the #CA #earthquake;CA, earthquake, 
503644073287512065;Sun Aug 24 20:44:39 +0000 2014;RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369;napa, earthquake, 
503644108968452096;Sun Aug 24 20:44:47 +0000 2014;2 shelters open for #napaquake: Crosswalk Cmnty Church, 2590 1st St, #NAPA &amp; Florence Douglas Cntr, 333 Amador St, #VALLEJO  redcrossbayarea;napaquake, NAPA, VALLEJO, 
503644081982304256;Sun Aug 24 20:44:41 +0000 2014;RT @UTsandiego: What 6.0 #earthquake did to #Napa Many injuries, no known deaths. http://t.co/w61mvthCMV http://t.co/qdC3spGORG;earthquake, Napa, 
503644109480136704;Sun Aug 24 20:44:47 +0000 2014;RT @newhavendaily: Real time coverage of #Napa California #earthquake at http://napa http://t.co/W5IckRM3KF |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503644193776865280;Sun Aug 24 20:45:07 +0000 2014;MT @CityofNapa: #Napa Valley College reports no significant damage from #napaquake. Will be open Mon. for class;Napa, napaquake, 
503644209430409217;Sun Aug 24 20:45:11 +0000 2014;“@bgittleson: This photo is very California. #napa #earthquake http://t.co/r1A0B9Gqzf”.  YIKES;napa, earthquake, 
503644087715917824;Sun Aug 24 20:44:42 +0000 2014;RT @vickydnguyen: Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.…;nbcbayarea, 
503644137267023872;Sun Aug 24 20:44:54 +0000 2014;Spoke too soon about no damage in Sonoma County from this morning's #Earthquake...from the... http://t.co/PbBqEAg20D;Earthquake, 
503644137904537601;Sun Aug 24 20:44:54 +0000 2014;RT @laura_nelson: Oh, California - this, via @vickydnguyen: Skaters find upside to #napaquake. Photo from #nbcbayarea's Jeremy Carroll http…;
503644202568527872;Sun Aug 24 20:45:09 +0000 2014;RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369;napa, earthquake, 
503644162466795522;Sun Aug 24 20:45:00 +0000 2014;Refugees #wifi #coffee #napaquake http://t.co/JPJYiwlpnf;wifi, coffee, napaquake, 
503644096565874688;Sun Aug 24 20:44:44 +0000 2014;RT @ladailynews: .@JerryBrownGov declares emergency from #NapaEarthquake http://t.co/z6ZqhP1Xn3 #Earthquake #napaquake #Quake #Napa http://…;NapaEarthquake, Earthquake, napaquake, Quake, Napa, 
503644198424551424;Sun Aug 24 20:45:08 +0000 2014;RT @earthquakesSF: A 6.1 magnitude earthquake occurred 3.73mi WSW of American Canyon, California. Details: http://t.co/TdbXdyM5U9 Map: http…;
503644079729565697;Sun Aug 24 20:44:40 +0000 2014;RT @nbcbayarea: Expert: Chances that #napaquake is precursor to larger quake unlikely, but following 24 hours will be the "riskiest." http:…;napaquake, 
503644182255132672;Sun Aug 24 20:45:04 +0000 2014;I usually sleep through earthquakes, but last night's awoke me from my slumber. 6.1! #earthquake #napaquake #napaearthquake;earthquake, napaquake, napaearthquake, 
503644176043360256;Sun Aug 24 20:45:03 +0000 2014;RT @fraserinwine: Bay Area Earthquake: Wine Bottles Shattered - Business Insider #wine #earthquake #napa http://t.co/XYItSoj86Z;wine, earthquake, napa, 
503644183811592192;Sun Aug 24 20:45:05 +0000 2014;RT @SBNation: Earthquake-damaged streets are perfectly fine if you’re a skateboarder. (Via @vickydnguyen) http://t.co/1My29877gl http://t.c…;
503644192552546304;Sun Aug 24 20:45:07 +0000 2014;RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369;napa, earthquake, 
503644161346904064;Sun Aug 24 20:45:00 +0000 2014;RT @RedCrossBayArea: An Vallejo evacuation center has been opened for those affected by the #NapaQuake: Florence Douglas Center, 333 Amador…;NapaQuake, 
503644148667518976;Sun Aug 24 20:44:57 +0000 2014;RT @vickydnguyen: Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.…;nbcbayarea, 
503644089212891136;Sun Aug 24 20:44:42 +0000 2014;My prayers go out to San Francisco! 🙏 #Earthquake;Earthquake, 
503644088433139712;Sun Aug 24 20:44:42 +0000 2014;RT @vickydnguyen: Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.…;nbcbayarea, 
503644130908844033;Sun Aug 24 20:44:52 +0000 2014;RT @USATODAY: A magnitude-6.0 earthquake rattled Northern California Sunday. Photos here: http://t.co/7Z9mt8DTU1 (Photo @AP) http://t.co/iT…;
503644118883389440;Sun Aug 24 20:44:49 +0000 2014;RT @KATUNews: A local grocery store clerk in Napa shared a photo showing the quake aftermath. Tweet us pics or post w/ #Katuquake http://t.…;Katuquake, 
503644171606192128;Sun Aug 24 20:45:02 +0000 2014;RT @joefryer: A glimpse at the damage in Napa, CA, caused by this morning's destructive 6.0 earthquake. #NapaEarthquake http://t.co/ZFSHk4e…;NapaEarthquake, 
503644342263640064;Sun Aug 24 20:45:43 +0000 2014;RT @Billy_Barrell: “@bgittleson: This photo is very California. #napa #earthquake http://t.co/r1A0B9Gqzf”.  YIKES;napa, earthquake, 
503644320629784577;Sun Aug 24 20:45:38 +0000 2014;RT @EvanSernoffsky: Reported structures to have sustained damage in Vallejo is 41. 16 confirmed water main breaks in #napaquake;napaquake, 
503644361213505536;Sun Aug 24 20:45:47 +0000 2014;RT @IAmJohnSparks: PLEASE RETWEET &amp; PRAY For People Hurt In The #napaquake! http://t.co/MKnVWK3ooA;napaquake, 
503644221182472192;Sun Aug 24 20:45:14 +0000 2014;6.0 earthquake shakes Northern California
http://t.co/tYyMUt9zcQ;
503644314262851584;Sun Aug 24 20:45:36 +0000 2014;Earthquake in Napa | WiLD 94.9 http://t.co/ILvR31MQyd;
503644336656228352;Sun Aug 24 20:45:41 +0000 2014;RT @adamhousley: Here is one of the roads buckled pretty bad in North Napa #earthquake http://t.co/koqdhKFI67;earthquake, 
503644311968178176;Sun Aug 24 20:45:35 +0000 2014;#RT More Than A Dozen Buildings Uninhabitable After Napa Earthquake: NAPA, Calif. (AP) — Officials in the ... http://t.co/y0pJ5kBk9d #RT;RT, RT, 
503644241713586176;Sun Aug 24 20:45:19 +0000 2014;RT @SBSNews: State of emergency declared after 6.0-magnitude quake hits California http://t.co/W4Ne9bNyjK http://t.co/tnzjALoc1L;
503644291101900800;Sun Aug 24 20:45:30 +0000 2014;BIG THANKS TO @MCHammer for reporting the #California #SanFrancisco 6.0 #magnitude #EARTHQUAKE My thoughts, Prayers &amp; well wishing to all🙏💞🙏;California, SanFrancisco, magnitude, EARTHQUAKE, 
503644244599640064;Sun Aug 24 20:45:19 +0000 2014;That's what we get for building houses on The sides of cliffs #BayAreaQuake http://t.co/SghTq7dq3e;BayAreaQuake, 
503644298731339776;Sun Aug 24 20:45:32 +0000 2014;RT @vickydnguyen: Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.…;nbcbayarea, 
503644274143924225;Sun Aug 24 20:45:26 +0000 2014;RT @nbcbayarea: Expert: Chances that #napaquake is precursor to larger quake unlikely, but following 24 hours will be the "riskiest." http:…;napaquake, 
503644329508749312;Sun Aug 24 20:45:40 +0000 2014;Magnitude-6.0 earthquake in Northern California causes injuries, damaging fires, power outages http://t.co/MQVw5YdcGr;
503644329835892736;Sun Aug 24 20:45:40 +0000 2014;California winemakers cleaning up after quake http://t.co/dda0Wsnj2l;
503644306461048832;Sun Aug 24 20:45:34 +0000 2014;#Pakistan California winemakers cleaning up after quake - http://t.co/eUs47wMM2v: ABC NewsCalifornia winemakers... http://t.co/UGlAk4DSYY;Pakistan, 
503644225930805248;Sun Aug 24 20:45:15 +0000 2014;RT @EcoJive: Quake rocks California wine country, dozens injured http://t.co/24zt1sLtw5 #ff @EcoJive;ff, 
503644311737475073;Sun Aug 24 20:45:35 +0000 2014;RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369;napa, earthquake, 
503644281265868800;Sun Aug 24 20:45:28 +0000 2014;RT @KTVU: Aftershocks still a risk, CHP warns residents who have to drive today to use caution, especially in North Bay region #napaearthqu…;
503644319728033792;Sun Aug 24 20:45:37 +0000 2014;RT @SBSNews: State of emergency declared after 6.0-magnitude quake hits California http://t.co/W4Ne9bNyjK http://t.co/tnzjALoc1L;
503644323577991168;Sun Aug 24 20:45:38 +0000 2014;Biggest quakes by magnitude in California: By The Associated Press California, where a quake and fire devastated... http://t.co/0GAl9zS3gQ;
503644220964356096;Sun Aug 24 20:45:14 +0000 2014;RT @sfchronicle: Update: Injury toll from #Napaquake has risen to 120. http://t.co/Ejj6x6QIFY http://t.co/K30rlaKwLP;Napaquake, 
503644223959097344;Sun Aug 24 20:45:14 +0000 2014;LATEST Numbers On The #NapaQuake! http://t.co/2kLI5K8kp0;NapaQuake, 
503644240522391552;Sun Aug 24 20:45:18 +0000 2014;@djSyndrome Did you feel the quake when Nappa hit California?;
503644290451394560;Sun Aug 24 20:45:30 +0000 2014;Dozens injured, child critically, after strong earthquake in California: http://t.co/P3VATMNVwq via @YouTube;
503644228748980225;Sun Aug 24 20:45:16 +0000 2014;RT @mrsfadeji: . @rmjohnson45 can u connect me w/ anyone who needs help cleaning schools/classrooms up? I'd like to bring a team tomorrow. …;
503644282931007488;Sun Aug 24 20:45:28 +0000 2014;RT @RedCrossBayArea: The Red Cross has opened a shelter at the Crosswalk Community Church, 2590 1st St in Napa due to #NapaQuake;NapaQuake, 
503644355383787520;Sun Aug 24 20:45:46 +0000 2014;Seeing pictures of all the vineyards and bottles of wine destroyed by this Napa earthquake is really breaking my heart..;
503644288501436416;Sun Aug 24 20:45:30 +0000 2014;RT @LaserPunk: California: where we skateboard in our earthquake damage http://t.co/IBoQKhEFfV;
503644352552660992;Sun Aug 24 20:45:45 +0000 2014;RT @EdJoyce: #NapaQuake via  @LeylaGulenABC7: Road shifted from #napaearthquake on Highway 121 near Hwy 12. #California http://t.co/CqFiEza…;NapaQuake, 
503644311993729024;Sun Aug 24 20:45:35 +0000 2014;RT @nbcbayarea: Expert: Chances that #napaquake is precursor to larger quake unlikely, but following 24 hours will be the "riskiest." http:…;napaquake, 
503644275419402240;Sun Aug 24 20:45:27 +0000 2014;"@azcentral: #BREAKING Northern California hit by magnitude 6.0 earthquake http://t.co/QmeZrDYrS8" A gentle warning from Jesus! Repent!;BREAKING, 
503644242741559296;Sun Aug 24 20:45:19 +0000 2014;RT @MeredithFrost: California in one picture. MT @vickydnguyen: Napa skaters finding upside to quake damage. Photo from Jeremy Carroll http…;
503644306469830659;Sun Aug 24 20:45:34 +0000 2014;Video: Wine tanks ruptured by Napa earthquake | The Press Democrat http://t.co/lUx8CPpXWW &gt; #wine;wine, 
503644280439570432;Sun Aug 24 20:45:28 +0000 2014;More Than A Dozen Buildings Uninhabitable After Napa Earthquake http://t.co/rgeECWRBnc;
503644288383987712;Sun Aug 24 20:45:30 +0000 2014;RT @enf: Bay Area geotagged tweets per minute around the time of the American Canyon earthquake this morning. http://t.co/B7BqvoCbfH;
503644239549706240;Sun Aug 24 20:45:18 +0000 2014;6,0 earthquake downtown Napa http://t.co/RbF9GG6MpL;
503644356340105217;Sun Aug 24 20:45:46 +0000 2014;Damage in Napa cellars after today's quake http://t.co/9AU0tkBMVq;
503644282818150401;Sun Aug 24 20:45:28 +0000 2014;Thoughts and prayers go out to Napa area residents 🙏 #napa #northerncalifornia #earthquake #california http://t.co/W3k0QQOKda;napa, northerncalifornia, earthquake, california, 
503644220419502080;Sun Aug 24 20:45:14 +0000 2014;Earthquake rocks northern California http://t.co/f8XV01pzKT;
503644322643054592;Sun Aug 24 20:45:38 +0000 2014;BREAKING: 3 critically injured and 87 treated at hospital after large earthquake in California's Bay Area http://t.co/1shUPKKQ1c;
503644231257165824;Sun Aug 24 20:45:16 +0000 2014;RT @laura_nelson: Oh, California - this, via @vickydnguyen: Skaters find upside to #napaquake. Photo from #nbcbayarea's Jeremy Carroll http…;
503644237460557824;Sun Aug 24 20:45:18 +0000 2014;The latest on damaging earthquake in California http://t.co/PgpYhq5SFC;
503644329316196352;Sun Aug 24 20:45:40 +0000 2014;RT @danhogman: Sad day for so many reasons #earthquake #napa stole this one from Silver Oaks http://t.co/XrcCCCteui;earthquake, napa, 
503644270889553921;Sun Aug 24 20:45:26 +0000 2014;No still cleaning aft♨️#napaquake  @hondaindy: Are you watching @IndyCar @indycarat @RaceSonoma @raceson on @sportsnet ONE?”;napaquake, 
503644319153004544;Sun Aug 24 20:45:37 +0000 2014;PG&amp;E searching for natural gas leaks after Northern California quake PG&amp;E searching for na http://t.co/Ghp028NKW3;
503644312979009536;Sun Aug 24 20:45:36 +0000 2014;RT @KTVU: PG&amp;E reports that 21,000 customers in the North Bay are still without power this afternoon #napaearthquake;napaearthquake, 
503644318478118912;Sun Aug 24 20:45:37 +0000 2014;RT @cnnbrk: California hospital receives 120 patients related to the 6.0 magnitude earthquake, hospital president says. http://t.co/S2v5wea…;
503644299352080384;Sun Aug 24 20:45:32 +0000 2014;A #Napa friend told me how her neighbors swimming pools splashed big waves of water out to her garden. #earthquake;Napa, earthquake, 
503644286819106816;Sun Aug 24 20:45:29 +0000 2014;RT @TedLandK5: UW prof says earthquake similar to #napaquake would be "devastating" if it hit Seattle. http://t.co/ai9JPvSaDq;napaquake, 
503644361478131716;Sun Aug 24 20:45:47 +0000 2014;RT @TeagWall: 6.0 Earthquake in Napa this morning. Oh, the HORROR! This is the stuff of nightmares! http://t.co/aBoeaFxDj6;
503644312651829248;Sun Aug 24 20:45:36 +0000 2014;#Pakistan California winemakers cleaning up after quake - http://t.co/AmHY8okVzz: ABC NewsCalifornia winemakers... http://t.co/TW8UMEcYz2;Pakistan, 
503644328280223745;Sun Aug 24 20:45:39 +0000 2014;RT @alexandrevatus: San Francisco earthquake causes devastating loss of wine: http://t.co/dfgeu0Nj56 http://t.co/dNgRtcouoG;
503644245648211968;Sun Aug 24 20:45:20 +0000 2014;RT @maxcarver: Sending thoughts and prayers to everyone in the North Bay and Napa. #earthquake #NoPlaceLikeHome;earthquake, NoPlaceLikeHome, 
503644232402599937;Sun Aug 24 20:45:16 +0000 2014;RT @GirishB: The California attitude towards earthquakes - spirit of Napa #napaearthquake #nbcbayarea http://t.co/e7TCDemE0C;napaearthquake, nbcbayarea, 
503644316535758848;Sun Aug 24 20:45:36 +0000 2014;Praying for the people who got hit from the earthquake that happened in San Francisco.;
503644237851025410;Sun Aug 24 20:45:18 +0000 2014;RT @EvanSernoffsky: Reported structures to have sustained damage in Vallejo is 41. 16 confirmed water main breaks in #napaquake;napaquake, 
503644311721111554;Sun Aug 24 20:45:35 +0000 2014;RT @Bellanieve: This Is What Northern California Looks Like After Quake http://t.co/bAAXuhBzF9 #napaearthquake;napaearthquake, 
503644281131634688;Sun Aug 24 20:45:28 +0000 2014;RT @bobpockrass: Sonoma Raceway escapes earthquake damage; IndyCar race a go http://t.co/TSZjgsHIHE #indycar #nascar;indycar, nascar, 
503644353479204864;Sun Aug 24 20:45:45 +0000 2014;@RyanPaevey 😃 Last reports #napaearthquake 120 injuries up from 87;napaearthquake, 
503644240346218497;Sun Aug 24 20:45:18 +0000 2014;RT @MaryLeeKING5: California quake is one of the strongest in the US this year: http://t.co/z00uriuPEP #napaquake;napaquake, 
503644296403103744;Sun Aug 24 20:45:32 +0000 2014;A strong earthquake has hit northern California + a push for QLD primary students to learn a second language from prep. @7;
503644271745183744;Sun Aug 24 20:45:26 +0000 2014;I'm glad you're doing okay, @paraduxxwine. We were just prepping for our visit in Nov last night. #napaquake http://t.co/WNj0VLtWhf;napaquake, 
503644221547368450;Sun Aug 24 20:45:14 +0000 2014;Dozens Injured, 3 Critically, After Strong Earthquake In California http://t.co/4saRenEV0X;
503644289059258370;Sun Aug 24 20:45:30 +0000 2014;RT @enf: Bay Area geotagged tweets per minute around the time of the American Canyon earthquake this morning. http://t.co/vSv90tTjz0;
503644293819797504;Sun Aug 24 20:45:31 +0000 2014;California Winemakers Cleaning up After Quake http://t.co/DfX9c5Ptoe;
503644307715555330;Sun Aug 24 20:45:34 +0000 2014;RT @nbcbayarea: Expert: Chances that #napaquake is precursor to larger quake unlikely, but following 24 hours will be the "riskiest." http:…;napaquake, 
503644297900875777;Sun Aug 24 20:45:32 +0000 2014;Bay Area people, I hope you're still standing post-quake.;
503644361541050368;Sun Aug 24 20:45:47 +0000 2014;RT @nbcbayarea: Meadowbrook Lane in Napa: Skaters find upside to quake damage. Video: http://t.co/xyo199r1n3 (Pic by Jeremy Carroll) http:/…;
503644257757188096;Sun Aug 24 20:45:22 +0000 2014;RT @AndreaElson1: Thinking of everyone in Napa and hoping you're safe! #earthquake;earthquake, 
503644364451487744;Sun Aug 24 20:45:48 +0000 2014;RT @sMoneyBC1: Good to hear from former @BC1 contributor @jayalanw today on the California quake http://t.co/ZRPx9QGEuI;
503644228971290624;Sun Aug 24 20:45:16 +0000 2014;#Napa Rocked by Magnitude-6.0 Earthquake; State of Emergency Declared  http://t.co/A29hGZqQC2 via @ktla #napaearthquake;Napa, napaearthquake, 
503644512636637185;Sun Aug 24 20:46:23 +0000 2014;RT @washingtonpost: Photos: Powerful earthquake shakes Northern California http://t.co/TkbLXYXrMZ http://t.co/sNWkFLBZzA;
503644421070798848;Sun Aug 24 20:46:01 +0000 2014;RT @MeredithFrost: California in one picture. MT @vickydnguyen: Napa skaters finding upside to quake damage. Photo from Jeremy Carroll http…;
503644502104752128;Sun Aug 24 20:46:21 +0000 2014;RT @spiritandwine: Photo: Says it all #Everythingclosed due to #napaearthquake #Napa thx for free Bananas @traderjoes (at... http://t.co/EV…;Everythingclosed, napaearthquake, Napa, 
503644464368189440;Sun Aug 24 20:46:12 +0000 2014;RT @GavinNewsom: Wow! Just some of the the damage the #NapaQuake had on the city &amp; its historic areas http://t.co/wBXVst6VuC;NapaQuake, 
503644384563568640;Sun Aug 24 20:45:53 +0000 2014;Napa schools to close Monday in wake of quake http://t.co/VyKaIgTStx;
503644526943436801;Sun Aug 24 20:46:27 +0000 2014;RT http://t.co/BjG6LHMUZ3 USATODAY: A magnitude-6.0 earthquake rattled Northern California Sunday. Photos here:  (Photo )  ...;
503644451453935616;Sun Aug 24 20:46:09 +0000 2014;RT @earthquakesSF: A 6.1 magnitude earthquake occurred 3.73mi WSW of American Canyon, California. Details: http://t.co/TdbXdyM5U9 Map: http…;
503644369065218049;Sun Aug 24 20:45:49 +0000 2014;RT @SFGate: #Napaquake update: More than 100 people injured, 6 of whom are in critical condition. http://t.co/24Db832o4U http://t.co/qo73jW…;Napaquake, 
503644466885193728;Sun Aug 24 20:46:12 +0000 2014;The only sign of movement that I've noticed of the Napa earthquake at my place. Not bad, not bad. http://t.co/pgs7blXkgJ;
503644402170863616;Sun Aug 24 20:45:57 +0000 2014;Very California; taken after Napa earthquake in NorCal - @vickydnguyen: Pic from #nbcbayarea photog Jeremy Carroll http://t.co/az0pKBJHSn;nbcbayarea, 
503644424845283328;Sun Aug 24 20:46:02 +0000 2014;RT @myfoxla: UPDATE: City of #Napa declares local emergency. At least six fires and 100 gas leaks reported from 6.1 #earthquake.;Napa, earthquake, 
503644477454819328;Sun Aug 24 20:46:15 +0000 2014;My colleagues/friends felt the earthquake, at least none of them were hurt. Please beautiful California don't hurt your people anymore;
503644369497645057;Sun Aug 24 20:45:49 +0000 2014;RT @abc7newsBayArea: Napa County officials are using a drone to assess damage at the top of buildings. #quake #SouthNapaQuake;quake, SouthNapaQuake, 
503644405916770304;Sun Aug 24 20:45:58 +0000 2014;RT @lafoodwine: Our thoughts are with everyone in Napa this morning after the earthquake. We hope you are all safe during this tough time.;
503644562342940672;Sun Aug 24 20:46:35 +0000 2014;RT @BeschlossDC: San Francisco Market St. in color, rising from 1906 earthquake &amp; fire:  #Ives http://t.co/B9fBe58Moy;Ives, 
503644368847118336;Sun Aug 24 20:45:49 +0000 2014;RT @CBSSacramento: California winemakers cleaning up after #NapaQuake http://t.co/kt4oGmF5E2 http://t.co/7EtIC17B0Y;NapaQuake, 
503644423079464961;Sun Aug 24 20:46:02 +0000 2014;Photos Show Damage Following Napa Earthquake--They should've used http://t.co/Rtj9czLT78 :);
503644453459218432;Sun Aug 24 20:46:09 +0000 2014;RT @bhbsgeog: "@SS_Geography: Damage reports from Napa Valley earthquake continue to appear http://t.co/Ic93AXEfq5"#restlessearth;
503644487789182977;Sun Aug 24 20:46:17 +0000 2014;Right as the earthquake struck, a baby boy was born to Napa resident Connie Navarro. http://t.co/6edoLsODLC;
503644434924179456;Sun Aug 24 20:46:05 +0000 2014;Quake rocks California wine country, dozens injured http://t.co/rKUbcwOiyw;
503644412271144960;Sun Aug 24 20:45:59 +0000 2014;Hope everyone's able to get through today's 6.0 #earthquake in Bay Area of California.;earthquake, 
503644412065615874;Sun Aug 24 20:45:59 +0000 2014;It was a bad earthquake in San Francisco last night, Thank God nothing happened to my family 🙏;
503644479622873090;Sun Aug 24 20:46:15 +0000 2014;Fabulous! MT @vickydnguyen: Napa skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.co/wRwb9JSKdk;nbcbayarea, 
503644443690676224;Sun Aug 24 20:46:07 +0000 2014;I'm listening to KCBS All News 740 AM &amp; 106.9 FM with TuneIn. #RealRadio. http://t.co/sQkJhH8oJU...
 Re: Earthquake in Northern, California;RealRadio, 
503644409343512576;Sun Aug 24 20:45:59 +0000 2014;RT @EdJoyce: #NapaQuake via  @LeylaGulenABC7: Road shifted from #napaearthquake on Highway 121 near Hwy 12. #California http://t.co/CqFiEza…;NapaQuake, 
503644482189807617;Sun Aug 24 20:46:16 +0000 2014;Governor Declares State of Emergency After Magnitude 6.0 Earthquake Strikes San Francisco ... http://t.co/cna0IlPeOQ http://t.co/J83JcYgKVn;
503644385117216768;Sun Aug 24 20:45:53 +0000 2014;RT @TheEllenShow: Hoping that everyone involved in the Napa #earthquake is okay. Thank you to all the incredible rescue workers.;earthquake, 
503644410933178368;Sun Aug 24 20:45:59 +0000 2014;RT @MeredithFrost: California in one picture. MT @vickydnguyen: Napa skaters finding upside to quake damage. Photo from Jeremy Carroll http…;
503644457938747392;Sun Aug 24 20:46:10 +0000 2014;Building red tagged #earthquake Napa http://t.co/MSWQHtQXYB;earthquake, 
503644489786085378;Sun Aug 24 20:46:18 +0000 2014;RT @insidescoopsf: Currently open in downtown Napa: @velopizzeria, @burgerfi + @DTJoeNapa. @MorimotoNapa promising dinner. #napaquake: http…;napaquake, 
503644474556551170;Sun Aug 24 20:46:14 +0000 2014;RT @nbcbayarea: Expert: Chances that #napaquake is precursor to larger quake unlikely, but following 24 hours will be the "riskiest." http:…;napaquake, 
503644370873368577;Sun Aug 24 20:45:49 +0000 2014;RT @USATODAY: Earthquake rattles, doesn't wreck Napa wineries http://t.co/jSnfNgaI84;
503644540729708545;Sun Aug 24 20:46:30 +0000 2014;RT @kron4news: RAW VIDEO: Schools Closed in Napa on Monday While Quake Damage Assessed http://t.co/EeZLeN99mY http://t.co/HoIOAx3yX4;
503644475345088512;Sun Aug 24 20:46:14 +0000 2014;Wishing all our Napa/Sonoma County family &amp; friends good wishes for a speedy recovery following today's scary quake. So happy all are safe!;
503644490792701953;Sun Aug 24 20:46:18 +0000 2014;RT @vickydnguyen: Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.…;nbcbayarea, 
503644404343513089;Sun Aug 24 20:45:57 +0000 2014;Napa quake went threw my place early in the morning.;
503644450779054081;Sun Aug 24 20:46:09 +0000 2014;RT @WKofCompassion: Week of Compassion is currently monitoring the Earthquake that struck California early this morning. As needs emerge, w…;
503644510682091520;Sun Aug 24 20:46:23 +0000 2014;RT @FoxNews: 6.0-magnitude #earthquake that rocked northern Calif. is largest to hit since 1989. #napaquake http://t.co/QLEh5Zl8uA http://t…;earthquake, napaquake, 
503644502687768576;Sun Aug 24 20:46:21 +0000 2014;RT @BreakingNews: Magnitude 6.0 California earthquake is not associated with any known fault, USGS says - @NBCBayArea broadcast http://t.co…;
503644562016178177;Sun Aug 24 20:46:35 +0000 2014;A large earthquake rolled through California's northern Bay Area early Sunday, damaging some buildings, igniting... http://t.co/uLrhSo6YCl;
503644391723257857;Sun Aug 24 20:45:54 +0000 2014;RT @schtimpy27: Skateboarder using an earthquake buckled street as a jump is a strong contender for The Most California Photo Ever. http://…;
503644429195173888;Sun Aug 24 20:46:03 +0000 2014;#napaearthquake, it's shocking to walk around downtown. Yellow tape and debris, historic buildings, uncertain future http://t.co/ChlQTXGx1M;napaearthquake, 
503644518689013762;Sun Aug 24 20:46:25 +0000 2014;Incredible: UC-Berkeley system gave 10-sec warning before #napaquake - could give time to stop elevators, slow trains before the "big one";napaquake, 
503644510728249344;Sun Aug 24 20:46:23 +0000 2014;RT @ArizonaNewsnet: Yuma CBS: The latest on damaging earthquake in California http://t.co/GHkOZ1eWRy;
503644377227350016;Sun Aug 24 20:45:51 +0000 2014;RT @vickydnguyen: Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.…;nbcbayarea, 
503644486975516673;Sun Aug 24 20:46:17 +0000 2014;#napaearthquake He won't come out! http://t.co/NuEOqTyDxo;napaearthquake, 
